Datum von;Datum bis;Biomasse [MWh] Berechnete Auflösungen;Wasserkraft [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige Erneuerbare [MWh] Berechnete Auflösungen;Kernenergie [MWh] Berechnete Auflösungen;Braunkohle [MWh] Berechnete Auflösungen;Steinkohle [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Sonstige Konventionelle [MWh] Berechnete Auflösungen
2015-01-01;2015-01-02;96341,25;27463,00;12508,50;298791,75;17080,25;2148,50;251485,25;314599,00;60725,25;23806,00;23683,50;134117,00
2015-01-02;2015-01-03;96247,25;27087,75;10329,25;591620,75;7759,00;2904,00;218435,50;257344,00;83617,25;29919,25;25524,75;148762,00
2015-01-03;2015-01-04;95923,75;31135,75;12119,50;457043,50;7234,75;3245,00;245251,50;296727,50;60999,25;29790,75;26328,75;139297,00
2015-01-04;2015-01-05;96885,00;42212,25;11538,50;379029,50;19982,50;3247,00;251627,75;287900,50;47224,50;21470,75;26499,25;132493,75
2015-01-05;2015-01-06;96449,00;38092,50;7745,50;219623,50;26522,25;3217,75;267081,00;405171,25;177046,75;35151,75;25738,50;207876,00
2015-01-06;2015-01-07;94510,50;36153,00;6887,75;102706,75;32887,25;3246,25;273756,00;423603,75;259151,75;42873,25;19500,75;217470,50
2015-01-07;2015-01-08;95730,50;35462,50;10693,25;210599,00;17114,75;3265,50;274628,50;432580,25;259317,75;56351,25;26789,75;225419,50
2015-01-08;2015-01-09;95878,75;35839,25;12334,75;420530,25;8598,25;3004,00;272119,25;398987,00;223824,00;38659,50;30748,25;189578,00
2015-01-09;2015-01-10;97246,50;36483,50;8800,25;635351,75;6823,75;2994,25;265038,00;332049,25;120109,25;39516,00;32508,75;153610,25
2015-01-10;2015-01-11;97423,50;44021,25;6504,75;624062,50;20475,00;3190,75;260759,50;220411,25;46806,25;21427,50;27274,75;139439,50
2015-01-11;2015-01-12;97019,50;43132,75;9552,25;620424,50;19811,25;3252,50;245074,00;184685,50;39772,00;18218,00;21749,25;137690,25
2015-01-12;2015-01-13;97835,25;41993,00;11670,50;621972,25;11025,00;3156,75;260996,00;319847,75;116508,50;33819,75;25220,00;24344,00
2015-01-13;2015-01-14;97231,00;40001,25;8940,75;508998,75;50283,75;2135,50;266823,25;349167,75;165980,25;37937,50;27453,00;23065,25
2015-01-14;2015-01-15;96694,00;39135,00;8974,50;400045,75;18106,00;3017,00;269735,50;397912,00;217210,00;35094,50;28666,50;24753,00
2015-01-15;2015-01-16;97259,75;39645,75;12271,25;536748,75;17155,00;3321,25;264059,00;380706,75;174614,50;36535,50;29153,00;145820,00
2015-01-16;2015-01-17;96885,25;39171,25;10403,25;257051,50;22817,75;3271,00;268893,00;413406,75;241881,50;36610,25;28506,75;200534,25
2015-01-17;2015-01-18;97477,75;39532,75;11518,50;122733,00;21405,50;3225,50;270262,00;430839,75;229075,00;30315,25;27817,75;162602,50
2015-01-18;2015-01-19;97890,50;38584,50;5238,50;126265,00;31259,00;3364,50;265666,50;424949,75;203581,75;35578,00;24383,75;151311,75
2015-01-19;2015-01-20;97017,50;39067,75;481,25;32878,50;23682,00;3308,50;273062,25;454009,25;276538,50;79073,75;29304,00;241982,00
2015-01-20;2015-01-21;97555,75;41197,25;1281,75;15892,00;10790,75;3259,50;273777,25;469374,75;287675,25;93643,75;35436,00;258606,25
2015-01-21;2015-01-22;97672,00;42070,00;2322,25;45236,50;22120,75;3344,75;273968,75;455153,75;299765,00;92048,50;29634,50;251168,50
2015-01-22;2015-01-23;97424,75;40761,50;1289,00;63024,50;12118,00;3343,75;274210,50;440998,50;320655,50;87350,50;36052,00;246308,75
2015-01-23;2015-01-24;96673,75;39414,00;4399,00;31449,00;7013,00;3329,75;274205,25;443102,25;330013,25;73693,25;35249,50;235487,50
2015-01-24;2015-01-25;96977,00;36880,75;11741,25;142059,00;9833,50;3314,50;272426,75;440764,25;254449,00;38135,25;23025,00;167761,50
2015-01-25;2015-01-26;97662,75;33328,75;8604,25;107670,75;11570,00;3198,25;267070,25;430662,25;224340,25;34158,75;23280,75;162787,00
2015-01-26;2015-01-27;98079,50;33015,25;14427,25;204852,00;10595,00;3306,25;272757,00;416757,00;304283,50;57466,50;29058,25;234396,75
2015-01-27;2015-01-28;98047,25;34890,00;11132,25;266563,75;17572,50;3150,75;272870,25;394732,50;293353,00;50365,25;26024,50;240059,00
2015-01-28;2015-01-29;97333,00;35021,75;13715,00;412118,25;16580,00;3223,75;271213,25;375403,50;261068,00;49441,00;25567,50;198105,00
2015-01-29;2015-01-30;97147,25;35600,00;10958,25;405875,00;27782,50;3091,00;270379,50;361412,50;236926,25;46946,00;35334,25;202850,00
2015-01-30;2015-01-31;97001,00;37945,50;1614,75;88741,50;13462,75;3310,50;264953,50;431751,25;305659,25;58158,75;32714,00;236388,00
2015-01-31;2015-02-01;96732,50;36429,25;1974,50;131315,25;20211,75;3370,00;249181,25;415167,00;265512,25;42136,50;24233,75;190122,25
2015-02-01;2015-02-02;98474,75;32457,00;6004,00;114063,25;24681,00;3440,25;271631,25;422167,00;203939,75;39756,00;20531,75;155978,50
2015-02-02;2015-02-03;98447,25;32058,75;8150,75;189803,50;20266,75;3406,75;273117,75;437696,75;294568,00;59962,25;28659,50;233172,25
2015-02-03;2015-02-04;98246,75;33587,25;7582,25;93829,75;27528,50;3382,00;271976,50;432664,25;330503,25;90401,25;25083,25;242037,25
2015-02-04;2015-02-05;97879,75;34923,75;2774,25;38859,50;31950,25;3332,00;273548,50;418455,25;349316,25;105697,00;24115,00;248121,75
2015-02-05;2015-02-06;97081,25;33822,75;5602,00;112927,75;29039,00;3410,00;272496,50;419037,00;339374,25;87585,50;31225,00;245107,75
2015-02-06;2015-02-07;96877,00;32300,50;1745,25;172794,50;46342,00;3428,25;272426,50;425162,25;320107,25;62735,25;30115,00;230200,50
2015-02-07;2015-02-08;97028,25;31498,75;13894,50;251384,00;46831,25;3102,50;266636,25;370363,75;197408,75;54030,00;27405,50;159861,25
2015-02-08;2015-02-09;97401,00;29634,50;15964,00;396206,50;52428,50;2788,50;244010,25;305876,00;108919,25;46476,00;22993,50;146572,50
2015-02-09;2015-02-10;96572,25;28714,50;17228,25;371386,00;15048,75;3144,50;270421,50;376337,50;238943,00;60929,25;27364,25;213573,25
2015-02-10;2015-02-11;97645,75;30728,75;10610,00;143115,50;24127,00;3334,75;272096,75;424264,50;323071,75;73138,75;22320,00;235290,50
2015-02-11;2015-02-12;97220,50;30882,75;760,75;26261,75;28009,50;3273,25;272679,25;425961,00;363684,00;84644,25;28984,50;245278,75
2015-02-12;2015-02-13;96953,00;31503,25;824,75;22821,25;40587,00;3394,75;272747,50;427596,75;371705,50;68828,25;34890,50;240071,50
2015-02-13;2015-02-14;96844,25;32145,75;8094,00;83745,75;64533,00;3379,00;272253,25;425306,75;339556,00;56802,00;28420,00;233986,25
2015-02-14;2015-02-15;97068,50;29681,25;10480,75;106553,00;67186,00;3372,00;271013,25;398623,00;263928,25;44114,00;25967,00;179617,00
2015-02-15;2015-02-16;96376,75;27404,50;17464,25;181931,00;60939,25;2814,75;269052,75;380060,00;182137,25;38659,00;17545,25;148541,25
2015-02-16;2015-02-17;95810,75;27673,25;12911,25;196276,25;60863,00;2775,50;266339,25;386119,75;305146,00;53211,75;22502,50;213222,75
2015-02-17;2015-02-18;95982,25;30202,00;4633,50;62855,50;40311,25;3039,00;270188,25;418857,00;344595,75;65219,00;34787,25;240480,50
2015-02-18;2015-02-19;95458,25;32459,00;15271,25;112829,50;40083,75;3252,25;265235,50;422642,50;352509,50;61446,50;25792,25;233089,50
2015-02-19;2015-02-20;95072,25;32608,75;17781,25;221703,50;62936,75;3225,50;269745,75;404669,25;320790,75;59248,25;30235,75;223687,50
2015-02-20;2015-02-21;95272,50;29757,25;12337,00;320161,75;79745,50;3012,50;266023,75;381130,00;276530,50;55250,75;21711,50;182648,00
2015-02-21;2015-02-22;95416,00;27946,25;4134,50;274206,25;49620,25;2371,00;262397,25;315799,25;222901,00;34447,00;30717,75;165255,75
2015-02-22;2015-02-23;95626,25;28054,00;14439,00;135206,75;52145,75;2413,00;261822,25;363470,50;195215,75;33650,25;23431,25;166883,50
2015-02-23;2015-02-24;95516,25;28641,75;16934,75;354994,75;28046,25;2442,50;261923,25;360109,00;253738,75;53687,50;32132,75;198405,25
2015-02-24;2015-02-25;95486,25;32121,50;18267,50;301874,25;50806,00;2429,00;265700,00;398854,25;283582,50;43762,75;25534,25;204075,00
2015-02-25;2015-02-26;95745,50;31560,00;7703,00;107150,75;72248,25;2425,00;266781,00;419474,75;302799,00;54238,50;25690,75;239301,50
2015-02-26;2015-02-27;95407,50;31472,25;10017,00;158760,75;106263,00;2465,25;267122,50;431258,75;303458,50;44370,50;28883,25;214236,00
2015-02-27;2015-02-28;94913,50;30837,25;5551,75;136599,00;65844,25;2534,75;267743,25;429540,75;320660,25;43079,25;35341,50;223579,75
2015-02-28;2015-03-01;95468,50;31476,75;15598,50;177401,75;82592,50;2506,00;261691,75;428260,50;177809,25;39984,50;23632,00;153534,50
2015-03-01;2015-03-02;96327,75;29791,50;19627,00;434905,25;36689,25;1912,25;243303,75;372489,75;61450,50;37809,25;26811,25;156072,25
2015-03-02;2015-03-03;96179,75;32811,00;18369,25;483546,25;65600,25;2168,75;263067,75;406073,00;171471,00;49582,00;32483,75;164171,75
2015-03-03;2015-03-04;95826,00;36694,75;15562,50;423001,75;101145,50;2540,50;261889,25;400688,25;186193,50;47628,75;30890,25;172452,50
2015-03-04;2015-03-05;95813,75;34798,00;18913,75;362957,25;70461,00;2737,75;264458,50;434514,25;217247,00;43562,75;28395,75;173240,50
2015-03-05;2015-03-06;95492,00;34738,50;11666,00;161206,00;68652,50;2936,00;265961,75;438038,75;311562,50;42947,75;31322,75;210794,75
2015-03-06;2015-03-07;95660,25;35833,75;16065,00;119917,25;65593,75;3095,50;265357,50;426124,50;328365,50;40170,50;34283,50;203996,25
2015-03-07;2015-03-08;95455,50;33823,50;20235,00;242499,50;114555,75;2186,75;248187,75;396709,25;158838,00;29638,75;25718,75;137104,75
2015-03-08;2015-03-09;95487,50;31295,50;18338,75;190871,75;134966,50;1923,25;234835,75;402762,50;113141,75;29992,50;19062,50;133404,75
2015-03-09;2015-03-10;95469,25;31024,25;8102,25;64613,50;118812,25;2207,50;238260,50;424122,00;299322,25;40696,25;31140,75;213553,25
2015-03-10;2015-03-11;95487,25;31943,75;16433,50;128493,75;97028,75;2192,75;239012,75;417759,25;334352,00;37159,50;22352,75;214986,75
2015-03-11;2015-03-12;95021,00;31882,25;5509,75;124819,00;114653,25;2015,00;240035,50;416777,75;314527,75;49298,25;22891,00;211665,50
2015-03-12;2015-03-13;93280,75;31626,25;5135,50;65247,00;104666,50;1408,25;240263,25;416405,50;336124,25;41251,75;23367,75;220004,00
2015-03-13;2015-03-14;93673,50;31801,75;16207,75;138819,50;85051,75;1415,50;238941,00;407048,25;296920,00;47762,75;37484,25;215757,50
2015-03-14;2015-03-15;94425,25;32238,75;17424,25;128219,75;41483,75;2242,75;238919,25;387968,00;254355,75;48536,00;27993,75;180213,00
2015-03-15;2015-03-16;94404,75;30331,75;19743,50;215616,00;63374,00;2839,25;233095,00;365408,50;128341,25;41167,25;21073,50;133293,50
2015-03-16;2015-03-17;93805,75;30040,00;21364,25;315808,00;117277,00;2345,25;236451,50;346734,75;207643,50;52932,25;35614,00;175325,00
2015-03-17;2015-03-18;94095,50;31362,00;12501,25;178212,00;131458,75;1952,25;237540,00;386895,25;257908,00;50008,75;32095,25;194087,25
2015-03-18;2015-03-19;94861,50;32604,00;2474,25;115569,00;149835,50;2098,00;237125,50;427487,25;284444,75;48318,25;23937,50;207344,75
2015-03-19;2015-03-20;94731,25;32809,25;5836,00;42162,75;135883,25;2419,75;237845,75;434289,00;323672,50;37840,25;36574,00;224339,00
2015-03-20;2015-03-21;95396,75;32165,00;6804,00;26563,50;123324,75;2666,00;237210,75;431248,25;312790,25;52417,50;32213,25;215854,00
2015-03-21;2015-03-22;95770,75;31723,75;16949,25;136436,00;75308,75;2649,50;228853,25;420486,25;215363,50;37715,50;27863,00;141038,50
2015-03-22;2015-03-23;96167,75;33745,50;5133,50;137065,50;87079,75;2493,75;211994,50;396392,75;158132,25;36609,00;32882,00;132588,75
2015-03-23;2015-03-24;95271,00;32382,25;15134,00;54606,50;113187,50;2808,50;218747,00;397491,75;308771,50;53570,75;33998,50;198713,00
2015-03-24;2015-03-25;95451,50;34454,75;1422,50;20841,75;117004,25;2599,25;218375,75;413611,25;346743,25;66248,00;29028,75;207476,75
2015-03-25;2015-03-26;95668,00;33655,00;8023,75;128680,75;97623,75;2286,75;202798,50;387404,50;335265,75;46447,75;24689,25;188347,25
2015-03-26;2015-03-27;95189,00;33596,50;12772,75;109214,00;38510,50;2087,50;216036,25;395937,00;340923,00;74376,50;42799,00;205473,75
2015-03-27;2015-03-28;95244,25;34146,00;8522,00;210946,00;76243,75;2426,00;227273,00;400329,75;288594,50;43383,75;28112,00;175148,50
2015-03-28;2015-03-29;94731,00;31772,50;17147,25;185383,75;115419,00;2473,50;226674,50;402325,75;144951,75;29136,25;22163,75;92508,25
2015-03-29;2015-03-30;90711,00;29397,00;21215,50;462892,25;37867,50;2040,00;199451,50;260208,50;68187,25;26390,75;33471,00;92046,25
2015-03-30;2015-03-31;94919,00;39090,50;27639,50;495187,00;90401,75;2327,75;223267,00;268727,25;114732,75;31462,75;29037,50;128731,50
2015-03-31;2015-04-01;95405,00;43001,25;21807,25;587563,25;69416,75;2204,00;233413,50;294732,50;99733,00;45854,25;20983,75;141181,00
2015-04-01;2015-04-02;95954,25;45680,25;24753,00;561974,25;98711,75;3137,25;236737,50;298598,75;83847,25;49334,00;27522,00;130190,00
2015-04-02;2015-04-03;95671,00;43250,25;21618,75;405433,00;81687,00;3325,00;243586,00;343983,50;138629,75;35883,50;32839,50;136205,50
2015-04-03;2015-04-04;95935,75;43028,25;8902,75;173752,50;140230,25;3565,75;229414,50;350189,25;103946,00;32644,00;30956,50;127336,25
2015-04-04;2015-04-05;96550,25;41892,25;6519,25;80485,00;96848,75;4124,00;214026,25;386535,00;138124,75;34889,00;23294,75;135379,75
2015-04-05;2015-04-06;96452,50;39057,00;2589,50;71704,75;151389,25;3492,00;208145,50;347935,75;94296,75;31105,50;24298,50;126034,50
2015-04-06;2015-04-07;96175,50;38527,50;1411,50;78637,25;111569,00;3630,25;210426,00;359472,75;114228,75;31919,00;17313,25;130090,00
2015-04-07;2015-04-08;95937,50;38339,25;8714,50;136328,75;159794,25;3547,50;221939,50;381876,75;227317,25;34694,00;26660,25;179377,50
2015-04-08;2015-04-09;95131,00;37787,00;7174,75;83519,75;125822,75;4011,00;231791,50;379756,75;298939,25;37088,00;27415,00;208947,25
2015-04-09;2015-04-10;95530,75;37424,00;413,75;24183,25;175448,25;3866,25;236685,50;389494,75;296474,00;32644,50;29016,00;208016,75
2015-04-10;2015-04-11;95881,50;39002,25;1407,00;31473,75;180738,50;3326,75;236795,75;366333,75;299593,50;31287,00;19679,75;185494,50
2015-04-11;2015-04-12;95566,25;40682,50;18923,00;315520,25;112847,75;2842,25;206129,00;327969,50;97976,25;25776,75;25902,25;111399,00
2015-04-12;2015-04-13;96158,75;39753,75;27099,00;254870,75;159132,25;2859,00;207761,25;262834,50;58134,75;24943,00;27027,00;105333,00
2015-04-13;2015-04-14;95900,25;40416,00;19253,50;356613,50;144957,75;2959,25;219290,50;300063,75;171937,00;32390,00;29346,25;125896,50
2015-04-14;2015-04-15;94181,25;41337,50;24728,00;182085,75;168192,00;3077,50;229286,00;382170,00;237856,25;31730,50;29668,25;139004,25
2015-04-15;2015-04-16;93543,75;42238,00;25588,00;267059,25;193769,75;2914,00;231066,75;355365,75;198637,00;29467,75;34315,00;130778,50
2015-04-16;2015-04-17;93875,50;41352,00;11884,00;132417,25;147322,75;2677,50;235632,25;366564,50;264062,25;28164,00;34021,50;172451,00
2015-04-17;2015-04-18;93684,25;42629,00;15815,25;132234,25;104331,75;2439,50;236762,50;355593,25;293171,25;25906,00;31895,00;187515,75
2015-04-18;2015-04-19;94910,75;47190,00;8745,00;82986,00;169882,25;2500,00;232637,25;306747,50;111957,50;22089,75;24351,50;127292,50
2015-04-19;2015-04-20;95886,25;41962,75;5858,00;42582,50;198880,50;2491,00;227557,50;302837,50;91474,00;23349,00;19463,75;129561,25
2015-04-20;2015-04-21;95014,25;40229,00;5606,25;108455,75;205496,50;2937,75;235244,00;350200,00;216984,75;27824,75;32184,00;175605,25
2015-04-21;2015-04-22;94217,00;40312,75;18501,25;198295,25;206990,50;3155,75;233257,00;338250,00;212594,75;27094,00;27520,00;163491,00
2015-04-22;2015-04-23;94137,25;39621,75;19311,50;100077,50;160095,50;3207,25;235084,25;351010,75;283854,00;26887,25;24773,75;181892,25
2015-04-23;2015-04-24;93622,50;40269,25;5067,25;49211,00;175934,75;3208,75;236083,50;348893,25;300738,00;19734,00;28048,50;181983,00
2015-04-24;2015-04-25;94584,75;40383,75;4869,75;47188,25;199568,75;3240,75;234310,00;342147,75;278714,25;20127,75;31810,25;170835,75
2015-04-25;2015-04-26;95080,00;39392,00;23583,00;126243,25;94439,00;2924,25;227913,00;295230,25;144528,25;14330,25;24921,25;112119,50
2015-04-26;2015-04-27;94821,75;38457,25;3390,50;71348,50;128818,50;3017,25;226420,25;302627,00;89068,75;15700,75;25245,75;113509,25
2015-04-27;2015-04-28;95349,25;41888,00;7775,25;117831,25;115393,75;3276,25;232424,75;315428,50;274875,75;20511,50;30994,75;160872,75
2015-04-28;2015-04-29;95589,50;47208,25;14302,50;116806,50;106754,25;3335,75;234807,50;328383,00;315909,75;23588,75;22797,75;174153,00
2015-04-29;2015-04-30;94916,25;46790,25;23490,00;125537,50;188718,75;3179,75;233810,50;333858,25;269676,75;29206,00;26899,50;154092,25
2015-04-30;2015-05-01;95132,00;45922,25;11204,50;149524,00;131622,25;3295,00;233335,25;330392,50;286777,75;29893,75;33726,75;150109,50
2015-05-01;2015-05-02;95595,50;44797,00;4751,25;64240,75;103279,00;3011,00;231484,75;292070,25;89833,75;25059,25;26127,25;106475,00
2015-05-02;2015-05-03;95588,50;43972,50;3235,75;32342,25;143595,50;3059,00;220995,75;286803,75;83213,00;25516,25;23623,50;110221,25
2015-05-03;2015-05-04;95365,00;46322,00;25290,00;187458,25;88594,25;2803,75;202600,25;260052,75;72949,00;23770,00;31205,75;115408,50
2015-05-04;2015-05-05;94440,50;46411,25;24163,75;172313,50;138403,75;2826,75;229601,00;308251,00;240325,25;24637,75;32771,25;134327,75
2015-05-05;2015-05-06;94386,00;48636,75;33970,25;355272,75;107215,75;2742,25;231338,25;325503,00;136784,25;25215,75;35864,25;117638,25
2015-05-06;2015-05-07;93345,00;49234,75;33248,75;259048,50;145293,25;2815,50;232539,75;335768,00;135731,00;24714,00;23770,50;110852,50
2015-05-07;2015-05-08;93797,50;48541,25;24880,25;264513,25;162957,25;2802,75;228883,75;333391,25;149385,25;24329,25;30114,00;121341,75
2015-05-08;2015-05-09;94274,00;48933,25;5199,25;37388,25;176127,50;2821,00;233722,25;319550,75;174205,25;25492,00;27311,25;126537,50
2015-05-09;2015-05-10;94066,75;49701,75;33443,50;237342,00;113681,75;2520,00;229457,50;265431,75;64516,75;29673,75;25777,50;108995,75
2015-05-10;2015-05-11;95094,00;50469,25;19386,75;240479,50;181401,75;2519,00;197062,75;219770,50;44894,00;22632,50;27857,00;99101,50
2015-05-11;2015-05-12;94471,25;49420,50;25937,00;137913,50;189039,00;2512,50;232227,00;325603,50;134000,50;31581,25;29917,00;136790,50
2015-05-12;2015-05-13;93615,50;49736,75;21720,25;251837,25;161219,50;2454,25;230248,50;318967,50;142209,00;35398,75;28601,00;118788,25
2015-05-13;2015-05-14;94410,75;50675,75;30379,00;202877,00;177508,50;2482,25;230957,00;310436,50;121878,00;34239,00;29276,25;129800,50
2015-05-14;2015-05-15;94063,00;50972,00;11681,00;72136,50;145414,75;2527,00;231216,50;299964,25;77799,00;25899,75;25319,75;103978,25
2015-05-15;2015-05-16;93876,75;50289,75;3928,00;51934,50;145866,50;2550,50;230278,25;314063,75;111691,25;22792,00;37944,75;110738,25
2015-05-16;2015-05-17;94288,50;49900,00;17997,75;156868,50;138179,75;2533,25;228351,00;262796,00;52824,75;26068,75;23108,50;110236,00
2015-05-17;2015-05-18;94555,50;50963,25;21044,75;220352,50;149477,25;2540,25;216897,25;215908,00;40489,00;24277,25;25230,75;102468,25
2015-05-18;2015-05-19;95184,25;51808,00;17098,25;129047,75;182097,50;2464,00;227177,00;311842,25;153710,25;35321,25;27728,25;132177,00
2015-05-19;2015-05-20;94866,25;52194,00;18660,00;233109,00;125099,25;2465,75;226328,00;305813,50;184265,50;29838,25;26545,75;145613,75
2015-05-20;2015-05-21;94953,00;48444,75;11145,50;82522,25;105491,75;2471,25;228266,50;306847,75;247550,75;28695,25;32768,75;184011,00
2015-05-21;2015-05-22;94739,25;47347,25;7215,00;67080,50;140319,25;2456,75;229943,75;298451,50;247702,00;28738,25;37922,50;182111,25
2015-05-22;2015-05-23;94718,50;49966,50;9962,25;31278,75;176991,25;2554,75;229285,25;273232,00;249153,75;30128,75;28028,00;149485,75
2015-05-23;2015-05-24;95924,75;51973,50;8162,00;62002,50;119797,25;2564,25;226591,75;248663,25;105664,25;30449,50;23633,50;118907,25
2015-05-24;2015-05-25;96940,75;51065,25;5296,25;18131,25;143268,75;2555,75;218632,00;227559,00;84443,00;27108,50;25257,25;101267,75
2015-05-25;2015-05-26;97206,00;53103,50;6160,25;63300,75;113395,25;2537,00;224728,00;234526,75;99653,00;19520,50;23328,00;104976,00
2015-05-26;2015-05-27;95803,25;51819,25;19153,00;121745,50;110495,00;2546,50;225751,50;274074,75;239327,50;22899,00;34316,75;155984,00
2015-05-27;2015-05-28;95319,00;48507,00;12678,00;113729,00;117913,25;2561,00;225302,00;310235,00;265069,25;30273,75;37569,25;158582,75
2015-05-28;2015-05-29;95534,25;48370,00;28737,00;232526,00;165646,00;2541,75;221794,00;305458,75;220590,50;33801,50;32897,75;128295,25
2015-05-29;2015-05-30;96021,25;48547,75;20312,50;129572,25;147593,50;2467,75;221465,75;312746,25;223938,50;32994,25;31883,25;142803,25
2015-05-30;2015-05-31;95984,25;48712,75;29997,25;233138,75;140754,00;2419,50;193348,50;274429,25;60440,75;32278,75;30651,50;117731,75
2015-05-31;2015-06-01;96504,00;47212,75;30318,25;236140,00;155473,00;2425,50;194312,50;257589,00;40856,75;32796,75;22556,50;103956,00
2015-06-01;2015-06-02;94493,50;46664,25;22989,50;141256,00;132071,00;2300,50;221646,25;307574,00;218214,75;29014,00;30957,75;143409,50
2015-06-02;2015-06-03;92154,75;49281,75;29596,25;424788,00;154355,25;2288,75;216259,75;304462,00;85315,00;29207,00;29393,00;122203,75
2015-06-03;2015-06-04;89222,00;50739,25;26823,25;323231,00;177704,75;2241,00;217771,25;311277,25;108388,50;27350,25;31036,75;133985,00
2015-06-04;2015-06-05;93640,00;50534,00;2418,50;41775,00;218297,75;2241,50;215275,75;336703,00;107379,50;28634,50;33074,00;112596,00
2015-06-05;2015-06-06;92216,25;49059,00;18600,75;134855,25;216419,25;2225,00;216137,25;333919,75;103980,75;28426,00;37450,75;126992,00
2015-06-06;2015-06-07;92023,00;48586,50;24224,25;168864,75;181009,75;2249,00;214536,50;303521,75;77564,00;26261,50;30245,00;97962,50
2015-06-07;2015-06-08;92687,50;46499,50;19004,75;90963,75;186589,75;2212,50;210763,00;281204,75;60139,00;26271,00;28583,75;99463,00
2015-06-08;2015-06-09;91577,50;46392,00;15803,50;142078,75;119035,50;2268,75;217632,00;330963,00;216731,25;29736,00;27415,00;153079,25
2015-06-09;2015-06-10;90151,50;45652,00;11313,75;101304,00;97875,50;2524,00;219514,50;341631,75;245201,75;32515,50;32838,50;192883,75
2015-06-10;2015-06-11;89954,50;48729,50;9874,00;74324,50;143399,00;2868,75;217880,00;349217,75;253309,00;28644,50;29281,25;188483,50
2015-06-11;2015-06-12;91738,50;50428,25;4710,25;55090,50;172317,75;2838,25;216931,25;329313,25;266220,75;28220,75;32084,25;186848,25
2015-06-12;2015-06-13;92208,50;49637,25;8783,00;46994,00;199814,75;2813,00;215402,00;327440,25;272733,25;28199,25;30970,75;176483,00
2015-06-13;2015-06-14;91771,00;50103,75;23139,50;114343,50;143344,00;2541,00;206699,00;311725,50;87656,75;22813,50;22887,25;106759,25
2015-06-14;2015-06-15;92758,00;50527,25;14474,25;103283,25;166147,25;2542,50;203701,00;283104,50;61658,75;24163,00;24254,50;107221,25
2015-06-15;2015-06-16;92328,00;51296,75;19495,25;97091,75;133095,75;2721,50;209943,75;324649,25;224080,00;27879,00;28590,00;154806,25
2015-06-16;2015-06-17;92054,25;52145,00;13948,00;77089,00;137919,50;2784,75;213264,00;329922,75;265613,25;26777,50;23269,00;164608,25
2015-06-17;2015-06-18;91517,25;52912,00;30859,75;90243,75;192863,00;2840,50;213903,25;322231,75;234241,25;28103,75;27048,25;142959,50
2015-06-18;2015-06-19;90885,25;52878,25;32746,50;186895,25;87712,25;2750,25;212884,50;342852,50;256004,25;21392,00;33308,75;162254,75
2015-06-19;2015-06-20;90775,00;52199,75;36075,50;186404,75;104665,00;2833,75;200087,50;332797,75;253086,75;26189,25;28499,25;146798,00
2015-06-20;2015-06-21;91015,00;53231,00;15562,75;127453,50;107566,75;2880,50;180704,00;300758,00;101467,00;22773,50;25802,25;108629,25
2015-06-21;2015-06-22;91858,25;53412,50;10671,00;63819,25;107638,00;2687,75;177535,50;302685,25;71014,50;21358,25;29336,25;108550,75
2015-06-22;2015-06-23;91203,50;52469,75;6750,25;119582,25;90984,00;2707,75;183632,50;326170,00;256820,25;28282,00;38097,00;177330,25
2015-06-23;2015-06-24;91188,00;51108,00;23737,00;168245,00;126520,50;2973,00;204960,50;348373,25;280781,75;26941,75;16589,50;166094,00
2015-06-24;2015-06-25;87949,50;50963,75;27716,50;162552,75;132834,25;2963,25;216097,75;352062,00;258697,00;26408,50;28401,75;164344,50
2015-06-25;2015-06-26;91990,50;50585,00;2865,75;48914,00;175956,75;2955,75;215983,50;346084,25;285539,50;21981,75;31549,00;178515,00
2015-06-26;2015-06-27;91940,00;51532,50;2245,75;25408,75;157908,75;2849,75;214712,50;344033,50;296206,75;17634,00;29922,75;173287,25
2015-06-27;2015-06-28;92399,00;50768,50;8142,75;150722,00;112502,75;2661,50;209958,75;347437,25;127723,50;14786,25;24640,00;110572,25
2015-06-28;2015-06-29;92888,00;50727,00;11208,75;61313,25;186137,75;2610,00;195677,25;323802,50;79084,75;31827,25;22327,75;105319,50
2015-06-29;2015-06-30;92172,25;50934,00;5667,50;46859,75;182153,75;2707,00;198881,50;356216,00;291929,50;26985,00;33727,25;174144,75
2015-06-30;2015-07-01;91406,75;51478,50;2119,75;37789,00;207983,25;2714,50;196911,00;331747,50;319439,50;26347,25;35321,50;185654,75
2015-07-01;2015-07-02;91089,50;51458,00;26174,75;118749,25;217829,00;2297,25;206299,75;333022,50;291209,75;32562,25;35284,75;162994,25
2015-07-02;2015-07-03;90944,75;52177,25;36830,50;185107,75;212960,75;2279,50;206343,00;347933,25;258314,25;30436,00;45542,25;162765,00
2015-07-03;2015-07-04;90570,75;51039,50;6006,00;80498,75;189465,75;2505,50;175014,25;341379,75;268038,25;52350,25;39999,50;178117,00
2015-07-04;2015-07-05;89963,25;50181,25;9806,50;72082,75;196261,50;2100,75;151614,25;329540,00;190187,00;28916,50;30099,50;140078,00
